sportID,Sport,Country,Lat,Lon,participants_Count,medals_Count
21,Swimming,Nicaragua,12.06,-86.18,1,0
21,Swimming,Niger,13.32,2.05,1,0
21,Swimming,Norway,59.55,10.45,3,0
21,Swimming,Pakistan,33.4,73.08,2,0
21,Swimming,Palau,7.21,134.31,1,0
21,Swimming,Palestine,31.47,35.13,2,0
21,Swimming,Panama,8.58,-79.32,2,0
21,Swimming,Papua New Guinea,-9.3,14.07,1,0
21,Swimming,Paraguay,-25.15,-57.4,2,0
21,Swimming,Peru,-12.06,-77.03,3,0
21,Swimming,Philippines,14.37,120.58,2,0
21,Swimming,Poland,52.15,21,16,0
21,Swimming,Portugal,38.44,-9.08,7,0
21,Swimming,Puerto Rico,18.28,-6.07,2,0
21,Swimming,Qatar,25.15,51.36,2,0
21,Swimming,Romania,44.25,26.07,4,0
21,Swimming,Russia,55.45,37.42,33,4
21,Swimming,Rwanda,-1.56,30.04,2,0
21,Swimming,Saint Lucia,14.1,-60.59,1,0
21,Swimming,Saint Vincent and the Grenadines,13.1,-61.14,1,0
21,Swimming,Senegal,14.38,-17.27,2,0
21,Swimming,Serbia,44.48,20.28,8,0
21,Swimming,Seychelles,-4.38,55.28,2,0
21,Swimming,Singapore,1.18,103.5,5,0
21,Swimming,Slovakia,48.1,17.1,5,0
21,Swimming,Slovenia,46.04,14.3,16,0
21,Swimming,South Africa,-25.45,28.12,19,3
21,Swimming,Spain,40.25,-3.43,14,2
21,Swimming,Sri Lanka,6.55,79.52,1,0
21,Swimming,Sudan,15.33,32.32,2,0
21,Swimming,Suriname,5.52,-55.14,2,0
21,Swimming,Swaziland,-26.2,31.08,1,0
21,Swimming,Sweden,59.2,1.03,12,0
21,Swimming,Switzerland,46.57,7.26,7,0
21,Swimming,Syria,33.3,36.19,2,0
21,Swimming,Taiwan,25.5,121.32,3,0
21,Swimming,Tajikistan,38.38,68.51,1,0
21,Swimming,Tanzania,-6.1,35.4,1,0
21,Swimming,Thailand,13.44,100.3,2,0
21,Swimming,Togo,6.1,1.21,1,0
21,Swimming,Tonga,-21.09,-175.14,1,0
21,Swimming,Trinidad and Tobago,10.38,-61.31,1,0
21,Swimming,Tunisia,36.48,10.11,4,2
21,Swimming,Turkey,39.55,32.5,5,0
21,Swimming,Turkmenistan,37.58,58.24,2,0
21,Swimming,Uganda,0.19,32.35,2,0
21,Swimming,Ukraine,50.25,30.3,13,0
21,Swimming,United Arab Emirates,24.28,54.25,1,0
21,Swimming,United Kingdom,51.3,-0.1,41,3
21,Swimming,United States,38.55,-77,48,31
21,Swimming,Uruguay,-34.53,-56.11,2,0
21,Swimming,Uzbekistan,41.16,69.13,2,0
21,Swimming,Venezuela,10.35,-66.56,8,0
21,Swimming,Vietnam,21.01,105.52,1,0
21,Swimming,"Virgin Islands, US",18.21,-64.56,1,0
21,Swimming,Zambia,-15.26,28.2,2,0
21,Swimming,Zimbabwe,-17.5,31.03,1,0
22,Synchronised Swimming,Argentina,-34.4,-58.3,2,0
22,Synchronised Swimming,Australia,-35.18,149.08,9,0
22,Synchronised Swimming,Austria,48.13,16.22,2,0
22,Synchronised Swimming,Brazil,-15.45,-47.57,2,0
22,Synchronised Swimming,Canada,45.25,-75.43,9,0
22,Synchronised Swimming,China,39.55,116.26,9,2
22,Synchronised Swimming,Czech Republic,50.06,14.26,2,0
22,Synchronised Swimming,Egypt,30.2,31.13,9,0
22,Synchronised Swimming,France,48.5,2.2,2,0
22,Synchronised Swimming,Greece,38,23.44,2,0
22,Synchronised Swimming,Hungary,47.3,19.03,2,0
22,Synchronised Swimming,Israel,31.47,35.13,2,0
22,Synchronised Swimming,Italy,41.48,12.36,2,0
22,Synchronised Swimming,Japan,35.4,139.45,9,0
22,Synchronised Swimming,Kazakhstan,43.19,76.55,1,0
22,Synchronised Swimming,"Korea, North",39,125.47,2,0
22,Synchronised Swimming,"Korea, South",37.3,127,2,0
22,Synchronised Swimming,Mexico,19.25,-99.1,2,0
22,Synchronised Swimming,Russia,55.45,37.42,9,2
22,Synchronised Swimming,Spain,40.25,-3.43,9,2
22,Synchronised Swimming,Switzerland,46.57,7.26,2,0
22,Synchronised Swimming,Ukraine,50.25,30.3,2,0
22,Synchronised Swimming,United Kingdom,51.3,-0.1,7,0
22,Synchronised Swimming,United States,38.55,-77,2,0
23,Table Tennis,Argentina,-34.4,-58.3,1,0
23,Table Tennis,Australia,-35.18,149.08,6,0
23,Table Tennis,Austria,48.13,16.22,6,0
23,Table Tennis,Belarus,53.55,27.33,3,0
23,Table Tennis,Belgium,50.5,4.21,1,0
23,Table Tennis,Brazil,-15.45,-47.57,6,0
23,Table Tennis,Cameroon,3.52,11.31,1,0
23,Table Tennis,Canada,45.25,-75.43,4,0
23,Table Tennis,Chile,-50.46,-75.26,1,0
23,Table Tennis,China,39.55,116.26,11,6
23,Table Tennis,Colombia,4.38,-74.05,1,0
23,Table Tennis,Congo,-4.14,15.14,3,0
23,Table Tennis,Croatia,45.48,15.58,4,0
23,Table Tennis,Cuba,23.07,-82.25,1,0
23,Table Tennis,Czech Republic,50.06,14.26,2,0
23,Table Tennis,Denmark,55.43,12.34,3,0
23,Table Tennis,Djibouti,11.3,4.06,1,0
23,Table Tennis,Dominican Republic,18.3,-69.57,1,0
23,Table Tennis,Egypt,30.2,31.13,6,0
23,Table Tennis,France,48.5,2.2,3,0
23,Table Tennis,Germany,52.32,13.25,6,2
23,Table Tennis,Greece,38,23.44,2,0
23,Table Tennis,Hungary,47.3,19.03,3,0
23,Table Tennis,India,28.37,77.13,2,0
23,Table Tennis,Iran,35.4,51.26,2,0
23,Table Tennis,Italy,41.48,12.36,2,0
23,Table Tennis,Japan,35.4,139.45,6,1
23,Table Tennis,"Korea, North",39,125.47,6,0
23,Table Tennis,"Korea, South",37.3,127,6,1
23,Table Tennis,Kuwait,29.2,48,1,0
23,Table Tennis,Latvia,56.4,106.1,1,0
23,Table Tennis,Lebanon,33.52,35.3,1,0
23,Table Tennis,Luxembourg,49.37,6.08,1,0
23,Table Tennis,Mexico,19.25,-99.1,1,0
23,Table Tennis,Netherlands,52.21,4.54,3,0
23,Table Tennis,Nigeria,6.27,3.28,3,0
23,Table Tennis,Paraguay,-25.15,-57.4,1,0
23,Table Tennis,Poland,52.15,21,4,0
23,Table Tennis,Portugal,38.44,-9.08,4,0
23,Table Tennis,Qatar,25.15,51.36,1,0
23,Table Tennis,Romania,44.25,26.07,3,0
23,Table Tennis,Russia,55.45,37.42,5,0
23,Table Tennis,Serbia,44.48,20.28,2,0
23,Table Tennis,Singapore,1.18,103.5,6,2
23,Table Tennis,Slovenia,46.04,14.3,1,0
23,Table Tennis,Spain,40.25,-3.43,4,0
23,Table Tennis,Sweden,59.2,1.03,3,0
23,Table Tennis,Taiwan,25.5,121.32,3,0
23,Table Tennis,Thailand,13.44,100.3,1,0
23,Table Tennis,Togo,6.1,1.21,1,0
23,Table Tennis,Turkey,39.55,32.5,2,0
23,Table Tennis,Ukraine,50.25,30.3,3,0
23,Table Tennis,United Kingdom,51.3,-0.1,6,0
23,Table Tennis,United States,38.55,-77,4,0
23,Table Tennis,Vanuatu,-17.45,168.18,2,0
24,Taekwondo,Afghanistan,34.31,69.12,2,1
24,Taekwondo,Algeria,36.5,3,1,0
24,Taekwondo,Argentina,-34.4,-58.3,2,1
24,Taekwondo,Armenia,40.1,44.31,1,0
24,Taekwondo,Australia,-35.18,149.08,2,0
24,Taekwondo,Azerbaijan,40.22,49.53,2,0
24,Taekwondo,Brazil,-15.45,-47.57,2,0
24,Taekwondo,Cambodia,11.35,104.55,1,0
24,Taekwondo,Canada,45.25,-75.43,3,0
24,Taekwondo,Central African Republic,4.23,18.37,2,0
24,Taekwondo,Chile,-50.46,-75.26,1,0
24,Taekwondo,China,39.55,116.26,3,3
24,Taekwondo,Colombia,4.38,-74.05,1,1
24,Taekwondo,Costa Rica,9.59,-84.04,1,0
24,Taekwondo,Cote d'Ivoire,6.51,-5.18,1,0
24,Taekwondo,Croatia,45.48,15.58,2,1
24,Taekwondo,Cuba,23.07,-82.25,3,1
24,Taekwondo,Dominican Republic,18.3,-69.57,1,0
24,Taekwondo,Egypt,30.2,31.13,4,0
24,Taekwondo,Finland,60.08,25,1,0
24,Taekwondo,France,48.5,2.2,2,2
24,Taekwondo,Gabon,0.3,9.25,1,1
24,Taekwondo,Germany,52.32,13.25,2,1
24,Taekwondo,Greece,38,23.44,1,0
24,Taekwondo,Grenada,12.04,-61.44,1,0
24,Taekwondo,Guatemala,14.38,-90.22,1,0
24,Taekwondo,Iran,35.4,51.26,3,1
24,Taekwondo,Italy,41.48,12.36,2,2
24,Taekwondo,Jamaica,17.58,-76.48,1,0
24,Taekwondo,Japan,35.4,139.45,2,0
24,Taekwondo,Jordan,31.57,35.56,3,0
24,Taekwondo,Kazakhstan,43.19,76.55,3,0
24,Taekwondo,"Korea, South",37.3,127,4,2
24,Taekwondo,Kyrgyzstan,40.07,71.44,1,0
24,Taekwondo,Lebanon,33.52,35.3,1,0
24,Taekwondo,Mali,12.4,-7.59,1,0
24,Taekwondo,Mexico,19.25,-99.1,4,1
24,Taekwondo,Morocco,34.02,-16.51,3,0
24,Taekwondo,Netherlands,52.21,4.54,1,0
24,Taekwondo,New Zealand,-41.17,174.47,3,0
24,Taekwondo,Nigeria,6.27,3.28,2,0
24,Taekwondo,Panama,8.58,-79.32,1,0
24,Taekwondo,Peru,-12.06,-77.03,1,0
24,Taekwondo,Poland,52.15,21,1,0
24,Taekwondo,Russia,55.45,37.42,4,2
24,Taekwondo,Samoa,-13.5,-171.45,2,0
24,Taekwondo,Senegal,14.38,-17.27,1,0
24,Taekwondo,Serbia,44.48,20.28,3,1
24,Taekwondo,Slovenia,46.04,14.3,2,0
24,Taekwondo,Spain,40.25,-3.43,3,3
24,Taekwondo,Sweden,59.2,1.03,2,0
24,Taekwondo,Taiwan,25.5,121.32,3,1
24,Taekwondo,Tajikistan,38.38,68.51,2,0
24,Taekwondo,Thailand,13.44,100.3,3,1
24,Taekwondo,Tunisia,36.48,10.11,1,0
24,Taekwondo,Turkey,39.55,32.5,3,2
24,Taekwondo,Ukraine,50.25,30.3,2,0
24,Taekwondo,United Kingdom,51.3,-0.1,4,2
24,Taekwondo,United States,38.55,-77,4,2
24,Taekwondo,Uzbekistan,41.16,69.13,3,0
24,Taekwondo,Vietnam,21.01,105.52,2,0
24,Taekwondo,Yemen,15.24,44.14,1,0
25,Tennis,Argentina,-34.4,-58.3,7,1
25,Tennis,Australia,-35.18,149.08,4,0
25,Tennis,Austria,48.13,16.22,3,0
25,Tennis,Belarus,53.55,27.33,3,2
25,Tennis,Belgium,50.5,4.21,4,0
25,Tennis,Brazil,-15.45,-47.57,4,0
25,Tennis,Bulgaria,42.4,23.18,1,0
25,Tennis,Canada,45.25,-75.43,5,0
25,Tennis,China,39.55,116.26,3,0
25,Tennis,Colombia,4.38,-74.05,4,0
25,Tennis,Croatia,45.48,15.58,2,0
25,Tennis,Cyprus,35.09,33.21,1,0
25,Tennis,Czech Republic,50.06,14.26,8,1
25,Tennis,Denmark,55.43,12.34,1,0
25,Tennis,Finland,60.08,25,1,0
25,Tennis,France,48.5,2.2,7,2
25,Tennis,Georgia,41.43,44.48,1,0
25,Tennis,Germany,52.32,13.25,7,0
25,Tennis,Hungary,47.3,19.03,1,0
25,Tennis,India,28.37,77.13,7,0
25,Tennis,Israel,31.47,35.13,2,0
25,Tennis,Italy,41.48,12.36,7,0
25,Tennis,Japan,35.4,139.45,2,0
25,Tennis,Kazakhstan,43.19,76.55,3,0
25,Tennis,Liechtenstein,47.08,9.32,1,0
25,Tennis,Luxembourg,49.37,6.08,1,0
25,Tennis,Netherlands,52.21,4.54,2,0
25,Tennis,Paraguay,-25.15,-57.4,1,0
25,Tennis,Poland,52.15,21,5,0
25,Tennis,Romania,44.25,26.07,5,0
25,Tennis,Russia,55.45,37.42,9,2
25,Tennis,Serbia,44.48,20.28,4,0
25,Tennis,Slovakia,48.1,17.1,4,0
25,Tennis,Slovenia,46.04,14.3,4,0
25,Tennis,Spain,40.25,-3.43,12,0
25,Tennis,Sweden,59.2,1.03,3,0
25,Tennis,Switzerland,46.57,7.26,2,1
25,Tennis,Taiwan,25.5,121.32,3,0
25,Tennis,Tunisia,36.48,10.11,2,0
25,Tennis,Ukraine,50.25,30.3,2,0
25,Tennis,United Kingdom,51.3,-0.1,7,2
25,Tennis,United States,38.55,-77,11,4
25,Tennis,Uzbekistan,41.16,69.13,1,0
26,Trampoline,Australia,-35.18,149.08,1,0
26,Trampoline,Belarus,53.55,27.33,2,0
26,Trampoline,Canada,45.25,-75.43,3,1
26,Trampoline,China,39.55,116.26,4,4
26,Trampoline,Czech Republic,50.06,14.26,1,0
26,Trampoline,Denmark,55.43,12.34,1,0
26,Trampoline,France,48.5,2.2,1,0
26,Trampoline,Georgia,41.43,44.48,1,0
26,Trampoline,Germany,52.32,13.25,2,0
26,Trampoline,Italy,41.48,12.36,1,0
26,Trampoline,Japan,35.4,139.45,2,0
26,Trampoline,Netherlands,52.21,4.54,1,0
26,Trampoline,Portugal,38.44,-9.08,2,0
26,Trampoline,Russia,55.45,37.42,3,1
26,Trampoline,Ukraine,50.25,30.3,2,0
26,Trampoline,United Kingdom,51.3,-0.1,1,0
26,Trampoline,United States,38.55,-77,2,0
26,Trampoline,Uzbekistan,41.16,69.13,1,0
28,Volleyball,Algeria,36.5,3,12,0
28,Volleyball,Argentina,-34.4,-58.3,12,0
28,Volleyball,Australia,-35.18,149.08,10,0
28,Volleyball,Brazil,-15.45,-47.57,22,2
28,Volleyball,Bulgaria,42.4,23.18,11,0
28,Volleyball,China,39.55,116.26,11,0
28,Volleyball,Dominican Republic,18.3,-69.57,12,0
28,Volleyball,Germany,52.32,13.25,10,0
28,Volleyball,Italy,41.48,12.36,24,1
28,Volleyball,Japan,35.4,139.45,12,1
28,Volleyball,"Korea, South",37.3,127,12,0
28,Volleyball,Poland,52.15,21,11,0
28,Volleyball,Russia,55.45,37.42,23,1
28,Volleyball,Serbia,44.48,20.28,24,0
28,Volleyball,Tunisia,36.48,10.11,12,0
28,Volleyball,Turkey,39.55,32.5,9,0
28,Volleyball,United Kingdom,51.3,-0.1,21,0
28,Volleyball,United States,38.55,-77,23,1
29,Water Polo,Australia,-35.18,149.08,26,1
29,Water Polo,China,39.55,116.26,13,0
29,Water Polo,Croatia,45.48,15.58,13,1
29,Water Polo,Greece,38,23.44,13,0
29,Water Polo,Hungary,47.3,19.03,23,0
29,Water Polo,Italy,41.48,12.36,25,1
29,Water Polo,Kazakhstan,43.19,76.55,12,0
29,Water Polo,Montenegro,42.47,19.28,12,0
29,Water Polo,Romania,44.25,26.07,12,0
29,Water Polo,Russia,55.45,37.42,13,0
29,Water Polo,Serbia,44.48,20.28,11,1
29,Water Polo,Spain,40.25,-3.43,25,1
29,Water Polo,United Kingdom,51.3,-0.1,25,0
29,Water Polo,United States,38.55,-77,26,1
30,Weightlifting,Albania,41.2,19.49,4,0
30,Weightlifting,Algeria,36.5,3,1,0
30,Weightlifting,Armenia,40.1,44.31,6,1
30,Weightlifting,Aruba,12.32,-70.02,1,0
30,Weightlifting,Australia,-35.18,149.08,2,0
30,Weightlifting,Azerbaijan,40.22,49.53,6,1
30,Weightlifting,Belarus,53.55,27.33,7,2
30,Weightlifting,Belgium,50.5,4.21,1,0
30,Weightlifting,Brazil,-15.45,-47.57,2,0
30,Weightlifting,Bulgaria,42.4,23.18,2,0
30,Weightlifting,Cameroon,3.52,11.31,2,0
30,Weightlifting,Canada,45.25,-75.43,3,1
30,Weightlifting,Chile,-50.46,-75.26,2,0
30,Weightlifting,China,39.55,116.26,9,7
30,Weightlifting,Colombia,4.38,-74.05,7,1
30,Weightlifting,Cook Islands,-21.12,-159.46,1,0
30,Weightlifting,Cuba,23.07,-82.25,4,1
30,Weightlifting,Czech Republic,50.06,14.26,1,0
30,Weightlifting,Dominican Republic,18.3,-69.57,1,0
30,Weightlifting,Ecuador,-0.14,-78.3,4,0
30,Weightlifting,Egypt,30.2,31.13,7,0
30,Weightlifting,El Salvador,13.4,-89.1,1,0
30,Weightlifting,Fiji,-18.08,178.25,2,0
30,Weightlifting,Finland,60.08,25,1,0
30,Weightlifting,France,48.5,2.2,4,0
30,Weightlifting,Georgia,41.43,44.48,2,0
30,Weightlifting,Germany,52.32,13.25,5,0
30,Weightlifting,Ghana,5.33,-0.15,1,0
30,Weightlifting,Greece,38,23.44,1,0
30,Weightlifting,Guatemala,14.38,-90.22,2,0
30,Weightlifting,Honduras,14.05,-87.14,1,0
30,Weightlifting,Hungary,47.3,19.03,1,0
30,Weightlifting,India,28.37,77.13,2,0
30,Weightlifting,Indonesia,-6.08,106.45,5,2
30,Weightlifting,Iran,35.4,51.26,6,4
30,Weightlifting,Iraq,33.2,44.26,1,0
30,Weightlifting,Italy,41.48,12.36,1,0
30,Weightlifting,Japan,35.4,139.45,5,1
30,Weightlifting,Kazakhstan,43.19,76.55,7,4
30,Weightlifting,Kenya,-1.17,36.49,1,0
30,Weightlifting,Kiribati,14.36,-61.05,1,0
30,Weightlifting,"Korea, North",39,125.47,8,4
30,Weightlifting,"Korea, South",37.3,127,10,0
30,Weightlifting,Kyrgyzstan,40.07,71.44,1,0
30,Weightlifting,Latvia,56.4,106.1,1,0
30,Weightlifting,Madagascar,-18.52,47.3,1,0
30,Weightlifting,Mexico,19.25,-99.1,2,0
30,Weightlifting,Micronesia,14.36,-61.05,1,0
30,Weightlifting,Moldova,47,28.5,2,2
30,Weightlifting,Nauru,-32.52,166.55,1,0
30,Weightlifting,New Zealand,-41.17,174.47,1,0
30,Weightlifting,Nicaragua,12.06,-86.18,1,0
30,Weightlifting,Nigeria,6.27,3.28,2,0
30,Weightlifting,Palau,7.21,134.31,1,0
30,Weightlifting,Papua New Guinea,-9.3,14.07,2,0
30,Weightlifting,Peru,-12.06,-77.03,1,0
30,Weightlifting,Philippines,14.37,120.58,1,0
30,Weightlifting,Poland,52.15,21,6,2
30,Weightlifting,Puerto Rico,18.28,-6.07,1,0
30,Weightlifting,Romania,44.25,26.07,4,2
30,Weightlifting,Russia,55.45,37.42,10,6
30,Weightlifting,Samoa,-13.5,-171.45,2,0
30,Weightlifting,Saudi Arabia,24.39,46.46,1,0
30,Weightlifting,Singapore,1.18,103.5,1,0
30,Weightlifting,Slovakia,48.1,17.1,1,0
30,Weightlifting,Solomon Islands,-9.28,159.57,1,0
30,Weightlifting,South Africa,-25.45,28.12,1,0
30,Weightlifting,Spain,40.25,-3.43,2,0
30,Weightlifting,Syria,33.3,36.19,2,0
30,Weightlifting,Taiwan,25.5,121.32,4,1
30,Weightlifting,Thailand,13.44,100.3,7,1
30,Weightlifting,Tunisia,36.48,10.11,2,0
30,Weightlifting,Turkey,39.55,32.5,8,0
30,Weightlifting,Turkmenistan,37.58,58.24,3,0
30,Weightlifting,Tuvalu,14.36,-61.05,1,0
30,Weightlifting,Uganda,0.19,32.35,1,0
30,Weightlifting,Ukraine,50.25,30.3,7,2
30,Weightlifting,United Arab Emirates,24.28,54.25,1,0
30,Weightlifting,United Kingdom,51.3,-0.1,5,0
30,Weightlifting,United States,38.55,-77,2,0
30,Weightlifting,Uzbekistan,41.16,69.13,6,0
30,Weightlifting,Venezuela,10.35,-66.56,3,0
30,Weightlifting,Vietnam,21.01,105.52,2,0
31,Wrestling,Algeria,36.5,3,3,0
31,Wrestling,American Samoa,-14.16,-170.43,1,0
31,Wrestling,Argentina,-34.4,-58.3,1,0
31,Wrestling,Armenia,40.1,44.31,7,2
31,Wrestling,Australia,-35.18,149.08,1,0
31,Wrestling,Austria,48.13,16.22,1,0
31,Wrestling,Azerbaijan,40.22,49.53,13,7
31,Wrestling,Belarus,53.55,27.33,9,0
31,Wrestling,Brazil,-15.45,-47.57,1,0
31,Wrestling,Bulgaria,42.4,23.18,8,1
31,Wrestling,Cameroon,3.52,11.31,1,0
31,Wrestling,Canada,45.25,-75.43,9,2
31,Wrestling,Central African Republic,4.23,18.37,1,0
31,Wrestling,Chile,-50.46,-75.26,1,0
31,Wrestling,China,39.55,116.26,6,1
31,Wrestling,Colombia,4.38,-74.05,3,1
31,Wrestling,Cote d'Ivoire,6.51,-5.18,1,0
31,Wrestling,Croatia,45.48,15.58,2,0
31,Wrestling,Cuba,23.07,-82.25,12,2
31,Wrestling,Czech Republic,50.06,14.26,1,0
31,Wrestling,Denmark,55.43,12.34,2,0
31,Wrestling,Ecuador,-0.14,-78.3,2,0
31,Wrestling,Egypt,30.2,31.13,13,1
31,Wrestling,Estonia,59.22,24.48,2,1
31,Wrestling,Finland,60.08,25,2,0
31,Wrestling,France,48.5,2.2,6,1
31,Wrestling,Georgia,41.43,44.48,12,6
31,Wrestling,Germany,52.32,13.25,4,0
31,Wrestling,Greece,38,23.44,2,0
31,Wrestling,Guam,13.28,144.45,1,0
31,Wrestling,Guinea-Bissau,11.52,-15.39,2,0
31,Wrestling,Honduras,14.05,-87.14,1,0
31,Wrestling,Hungary,47.3,19.03,7,2
31,Wrestling,India,28.37,77.13,5,2
31,Wrestling,Iran,35.4,51.26,10,6
31,Wrestling,Iraq,33.2,44.26,1,0
31,Wrestling,Japan,35.4,139.45,13,6
31,Wrestling,Kazakhstan,43.19,76.55,13,3
31,Wrestling,"Korea, North",39,125.47,5,1
31,Wrestling,"Korea, South",37.3,127,9,1
31,Wrestling,Kyrgyzstan,40.07,71.44,3,0
31,Wrestling,Latvia,56.4,106.1,2,0
31,Wrestling,Lithuania,54.4,25.19,2,1
31,Wrestling,Madagascar,-18.52,47.3,1,0
31,Wrestling,Mexico,19.25,-99.1,1,0
31,Wrestling,Micronesia,14.36,-61.05,1,0
31,Wrestling,Moldova,47,28.5,2,0
31,Wrestling,Mongolia,47.54,106.52,8,1
31,Wrestling,Morocco,34.02,-16.51,2,0
31,Wrestling,Namibia,-22.34,17.06,1,0
31,Wrestling,Nigeria,6.27,3.28,4,0
31,Wrestling,Norway,59.55,10.45,1,0
31,Wrestling,Poland,52.15,21,4,1
31,Wrestling,Puerto Rico,18.28,-6.07,3,1
31,Wrestling,Romania,44.25,26.07,2,0
31,Wrestling,Russia,55.45,37.42,15,11
31,Wrestling,Senegal,14.38,-17.27,2,0
31,Wrestling,Serbia,44.48,20.28,1,0
31,Wrestling,Spain,40.25,-3.43,1,1
31,Wrestling,Sweden,59.2,1.03,6,2
31,Wrestling,Tajikistan,38.38,68.51,4,0
31,Wrestling,Tunisia,36.48,10.11,8,0
31,Wrestling,Turkey,39.55,32.5,13,1
31,Wrestling,Ukraine,50.25,30.3,11,1
31,Wrestling,United Kingdom,51.3,-0.1,1,0
31,Wrestling,United States,38.55,-77,17,4
31,Wrestling,Uzbekistan,41.16,69.13,7,2
31,Wrestling,Venezuela,10.35,-66.56,6,0
31,Wrestling,Vietnam,21.01,105.52,1,0
13,Gymnastics,Argentina,-34.4,-58.3,2,0
13,Gymnastics,Armenia,40.1,44.31,1,0
13,Gymnastics,Australia,-35.18,149.08,7,0
13,Gymnastics,Austria,48.13,16.22,3,0
13,Gymnastics,Azerbaijan,40.22,49.53,2,0
13,Gymnastics,Bangladesh,23.42,90.22,1,0
13,Gymnastics,Belarus,53.55,27.33,10,2
13,Gymnastics,Belgium,50.5,4.21,2,0
13,Gymnastics,Brazil,-15.45,-47.57,8,1
13,Gymnastics,Bulgaria,42.4,23.18,9,0
13,Gymnastics,Canada,45.25,-75.43,11,0
13,Gymnastics,Chile,-50.46,-75.26,2,0
13,Gymnastics,China,39.55,116.26,11,8
13,Gymnastics,Colombia,4.38,-74.05,2,0
13,Gymnastics,Cyprus,35.09,33.21,1,0
13,Gymnastics,Czech Republic,50.06,14.26,2,0
13,Gymnastics,Dominican Republic,18.3,-69.57,1,0
13,Gymnastics,Egypt,30.2,31.13,4,0
13,Gymnastics,Finland,60.08,25,1,0
13,Gymnastics,France,48.5,2.2,10,1
13,Gymnastics,Germany,52.32,13.25,14,3
13,Gymnastics,Greece,38,23.44,9,0
13,Gymnastics,Guatemala,14.38,-90.22,1,0
13,Gymnastics,Hungary,47.3,19.03,3,1
13,Gymnastics,Ireland,53.2,-6.15,1,0
13,Gymnastics,Israel,31.47,35.13,9,0
13,Gymnastics,Italy,41.48,12.36,17,2
13,Gymnastics,Japan,35.4,139.45,15,3
13,Gymnastics,Kazakhstan,43.19,76.55,3,0
13,Gymnastics,"Korea, South",37.3,127,7,1
13,Gymnastics,Latvia,56.4,106.1,1,0
13,Gymnastics,Lithuania,54.4,25.19,1,0
13,Gymnastics,Mexico,19.25,-99.1,2,0
13,Gymnastics,Netherlands,52.21,4.54,2,1
13,Gymnastics,Poland,52.15,21,3,0
13,Gymnastics,Portugal,38.44,-9.08,2,0
13,Gymnastics,Puerto Rico,18.28,-6.07,1,0
13,Gymnastics,Romania,44.25,26.07,10,3
13,Gymnastics,Russia,55.45,37.42,19,11
13,Gymnastics,Singapore,1.18,103.5,1,0
13,Gymnastics,Slovakia,48.1,17.1,2,0
13,Gymnastics,Slovenia,46.04,14.3,1,0
13,Gymnastics,Spain,40.25,-3.43,13,0
13,Gymnastics,Sweden,59.2,1.03,1,0
13,Gymnastics,Switzerland,46.57,7.26,2,0
13,Gymnastics,Tunisia,36.48,10.11,1,0
13,Gymnastics,Ukraine,50.25,30.3,13,1
13,Gymnastics,United Kingdom,51.3,-0.1,16,4
13,Gymnastics,United States,38.55,-77,10,6
13,Gymnastics,Venezuela,10.35,-66.56,1,0
13,Gymnastics,Vietnam,21.01,105.52,3,0
8,Cycling,Algeria,36.5,3,1,0
8,Cycling,Argentina,-34.4,-58.3,4,0
8,Cycling,Australia,-35.18,149.08,26,6
8,Cycling,Austria,48.13,16.22,5,0
8,Cycling,Azerbaijan,40.22,49.53,1,0
8,Cycling,Belarus,53.55,27.33,9,0
8,Cycling,Belgium,50.5,4.21,17,0
8,Cycling,Brazil,-15.45,-47.57,8,0
8,Cycling,Bulgaria,42.4,23.18,2,0
8,Cycling,Canada,45.25,-75.43,15,1
8,Cycling,Chile,-50.46,-75.26,3,0
8,Cycling,China,39.55,116.26,14,4
8,Cycling,Colombia,4.38,-74.05,17,3
8,Cycling,Costa Rica,9.59,-84.04,2,0
8,Cycling,Croatia,45.48,15.58,2,0
8,Cycling,Cuba,23.07,-82.25,4,0
8,Cycling,Cyprus,35.09,33.21,1,0
8,Cycling,Czech Republic,50.06,14.26,10,1
8,Cycling,Denmark,55.43,12.34,9,1
8,Cycling,Ecuador,-0.14,-78.3,2,0
8,Cycling,El Salvador,13.4,-89.1,1,0
8,Cycling,Eritrea,15.2,38.58,1,0
8,Cycling,Estonia,59.22,24.48,2,0
8,Cycling,Finland,60.08,25,2,0
8,Cycling,France,48.5,2.2,23,4
8,Cycling,Georgia,41.43,44.48,1,0
8,Cycling,Germany,52.32,13.25,25,6
8,Cycling,Greece,38,23.44,4,0
8,Cycling,Guam,13.28,144.45,1,0
8,Cycling,Hungary,47.3,19.03,3,0
8,Cycling,Iran,35.4,51.26,2,0
8,Cycling,Ireland,53.2,-6.15,3,0
8,Cycling,Italy,41.48,12.36,12,1
8,Cycling,Japan,35.4,139.45,9,0
8,Cycling,Kazakhstan,43.19,76.55,2,1
8,Cycling,"Korea, South",37.3,127,10,0
8,Cycling,Latvia,56.4,106.1,4,1
8,Cycling,Lithuania,54.4,25.19,4,0
8,Cycling,Luxembourg,49.37,6.08,3,0
8,Cycling,Malaysia,3.08,101.42,5,0
8,Cycling,Mauritius,-20.1,57.3,1,0
8,Cycling,Mexico,19.25,-99.1,2,0
8,Cycling,Moldova,47,28.5,1,0
8,Cycling,Morocco,34.02,-16.51,3,0
8,Cycling,Namibia,-22.34,17.06,2,0
